年月,熊本_日最高気温の平均(℃),品質情報,熊本_日最低気温の平均(℃),品質情報,熊本_猛暑日数(日),品質情報,熊本_熱帯夜日数(日),品質情報,熊本_降水量の合計(mm),現象なし情報,品質情報,熊本_日照時間(時間),現象なし情報,品質情報,札幌_日最高気温の平均(℃),品質情報,札幌_日最低気温の平均(℃),品質情報,札幌_猛暑日数(日),品質情報,札幌_熱帯夜日数(日),品質情報,札幌_降水量の合計(mm),現象なし情報,品質情報,札幌_日照時間(時間),現象なし情報,品質情報,伊良湖_日最高気温の平均(℃),品質情報,伊良湖_日最低気温の平均(℃),品質情報,伊良湖_猛暑日数(日),品質情報,伊良湖_熱帯夜日数(日),品質情報,伊良湖_降水量の合計(mm),現象なし情報,品質情報,伊良湖_日照時間(時間),現象なし情報,品質情報,水戸_日最高気温の平均(℃),品質情報,水戸_日最低気温の平均(℃),品質情報,水戸_猛暑日数(日),品質情報,水戸_熱帯夜日数(日),品質情報,水戸_降水量の合計(mm),現象なし情報,品質情報,水戸_日照時間(時間),現象なし情報,品質情報,千葉_日最高気温の平均(℃),品質情報,千葉_日最低気温の平均(℃),品質情報,千葉_猛暑日数(日),品質情報,千葉_熱帯夜日数(日),品質情報,千葉_降水量の合計(mm),現象なし情報,品質情報,千葉_日照時間(時間),現象なし情報,品質情報
2017/7,32.8,8,25.3,8,7,8,20,8,408.5,0,8,202.1,0,8,27.7,8,19.3,8,0,8,0,8,75.5,0,8,200.8,0,8,32.2,8,24.4,8,0,8,14,8,25.5,0,8,225.6,0,8,30.8,8,22.8,8,0,8,3,8,104.0,0,8,174.0,0,8,31.4,8,24.7,8,0,8,13,8,33.0,0,8,202.1,0,8
2017/8,33.5,8,25.5,8,5,8,17,8,158.0,0,8,229.3,0,8,25.8,8,18.5,8,0,8,0,8,78.5,0,8,184.4,0,8,32.4,8,25.2,8,4,8,19,8,119.0,0,8,213.9,0,8,28.6,8,22.0,8,1,8,1,8,123.5,0,8,100.0,0,8,30.5,8,24.0,8,3,8,10,8,63.5,0,8,101.8,0,8
2017/9,28.3,8,20.5,8,0,8,0,8,241.0,0,8,135.6,0,8,22.5,8,13.7,8,0,8,0,8,187.0,0,8,183.3,0,8,27.8,8,20.6,8,0,8,0,8,221.5,0,8,164.1,0,8,26.2,8,17.8,8,0,8,0,8,126.0,0,8,157.8,0,8,26.9,8,20.5,8,0,8,0,8,203.0,0,8,123.7,0,8
2017/10,24.2,8,16.3,8,0,8,0,8,196.0,0,8,133.7,0,8,15.4,8,7.2,8,0,8,0,8,114.0,0,8,152.9,0,8,21.8,8,16.1,8,0,8,0,8,651.5,0,8,106.4,0,8,19.7,8,12.4,8,0,8,0,8,332.5,0,8,106.3,0,8,20.4,8,15.0,8,0,8,0,8,454.0,0,8,94.4,0,8
2017/11,17.4,8,7.9,8,0,8,0,8,60.5,0,8,156.2,0,8,7.7,8,0.6,8,0,8,0,8,129.0,0,8,94.0,0,8,16.3,8,9.2,8,0,8,0,8,62.0,0,8,176.0,0,8,15.7,8,4.9,8,0,8,0,8,39.5,0,8,166.8,0,8,17.1,8,9.1,8,0,8,0,8,68.5,0,8,164.5,0,8
2017/12,10.8,8,1.0,8,0,8,0,8,16.0,0,8,144.4,0,8,0.8,8,-5.0,8,0,8,0,8,77.0,0,8,84.8,0,8,10.5,8,4.1,8,0,8,0,8,44.0,0,8,185.7,0,8,10.8,8,-0.8,8,0,8,0,8,20.5,0,8,213.4,0,8,11.8,8,4.0,8,0,8,0,8,18.5,0,8,206.7,0,8
2018/1,9.3,8,0.5,8,0,8,0,8,82.0,0,8,142.8,0,8,0.0,8,-5.5,8,0,8,0,8,99.5,0,8,88.4,0,8,8.6,8,2.3,8,0,8,0,8,71.5,0,8,187.8,0,8,8.5,8,-2.4,8,0,8,0,8,48.5,0,8,219.1,0,8,9.6,8,1.8,8,0,8,0,8,60.0,0,8,208.9,0,8
2018/2,10.3,8,0.8,8,0,8,0,8,51.5,0,8,136.8,0,8,-1.0,8,-7.6,8,0,8,0,8,43.0,0,8,115.3,0,8,9.5,8,1.7,8,0,8,0,8,15.5,0,8,191.9,0,8,9.0,8,-1.6,8,0,8,0,8,7.5,0,8,195.6,0,8,9.7,8,2.2,8,0,8,0,8,18.0,0,8,168.0,0,8
2018/3,18.3,8,6.5,8,0,8,0,8,131.0,0,8,202.0,0,8,6.1,8,-1.5,8,0,8,0,8,115.5,0,8,159.1,0,8,16.3,8,6.1,8,0,8,0,8,220.0,0,8,233.5,0,8,16.2,8,3.9,8,0,8,0,8,189.0,0,8,207.9,0,8,16.2,8,7.4,8,0,8,0,8,188.5,0,8,198.8,0,8
2018/4,22.9,8,11.8,8,0,8,0,8,193.5,0,8,207.7,0,8,13.0,8,4.1,8,0,8,0,8,36.5,0,8,184.1,0,8,20.7,8,11.5,8,0,8,0,8,167.0,0,8,223.0,0,8,20.8,8,9.6,8,0,8,0,8,96.0,0,8,200.2,0,8,21.4,8,13.4,8,0,8,0,8,76.5,0,8,195.6,0,8
2018/5,25.9,8,16.6,8,0,8,0,8,191.0,0,8,187.4,0,8,18.3,8,9.3,8,0,8,0,8,66.0,0,8,205.4,0,8,23.2,8,15.0,8,0,8,0,8,271.5,0,8,210.1,0,8,23.8,8,13.3,8,0,8,0,8,175.5,0,8,202.2,0,8,24.2,8,16.3,8,0,8,0,8,192.0,0,8,194.2,0,8
2018/6,28.7,8,20.4,8,0,8,2,8,373.0,0,8,152.0,0,8,21.1,8,13.0,8,0,8,0,8,141.5,0,8,160.1,0,8,26.6,8,19.6,8,0,8,0,8,218.5,0,8,190.1,0,8,25.7,8,17.7,8,0,8,0,8,106.0,0,8,179.8,0,8,26.3,8,19.7,8,0,8,1,8,156.5,0,8,163.5,0,8
2018/7,33.7,8,25.5,8,17,8,18,8,290.0,0,8,186.6,0,8,25.7,8,18.2,8,0,8,0,8,155.5,0,8,177.4,0,8,32.1,8,25.1,8,4,8,15,8,129.0,0,8,259.0,0,8,31.9,8,23.6,8,4,8,8,8,131.5,0,8,219.4,0,8,32.1,8,25.4,8,2,8,23,8,83.0,0,8,238.2,0,8
2018/8,35.6,8,26.0,8,24,8,25,8,36.0,0,8,260.5,0,8,25.0,8,18.3,8,0,8,0,8,228.5,0,8,123.4,0,8,33.3,8,25.5,8,8,8,24,8,91.0,0,8,276.4,0,8,31.7,8,23.0,8,5,8,7,8,83.5,0,8,199.2,0,8,32.2,8,25.2,8,3,8,20,8,58.5,0,8,231.1,0,8
2018/9,28.8,8,21.6,8,0,8,0,8,426.0,0,8,129.3,0,8,23.1,8,14.9,8,0,8,0,8,49.5,0,8,184.4,0,8,27.4,8,21.3,8,0,8,0,8,480.0,0,8,115.3,0,8,26.2,8,18.8,8,0,8,0,8,288.5,0,8,92.4,0,8,27.0,8,20.7,8,0,8,4,8,285.0,0,8,93.0,0,8
2018/10,23.9,8,13.9,8,0,8,0,8,52.5,0,8,182.0,0,8,17.7,8,9.1,8,0,8,0,8,187.0,0,8,161.4,0,8,23.1,8,15.8,8,0,8,0,8,86.5,0,8,176.8,0,8,22.6,8,13.5,8,0,8,0,8,67.0,0,8,156.3,0,8,23.3,8,16.6,8,0,8,0,8,65.5,0,8,141.5,0,8
2018/11,19.0,8,8.3,8,0,8,0,8,58.0,0,8,189.4,0,8,9.6,8,3.2,8,0,8,0,8,73.0,0,8,106.8,0,8,18.3,8,11.3,8,0,8,0,8,126.5,0,8,172.0,0,8,17.6,8,7.7,8,0,8,0,8,65.0,0,8,171.2,0,8,18.2,8,11.5,8,0,8,0,8,34.0,0,8,147.6,0,8
2018/12,13.1,8,5.2,8,0,8,0,8,66.0,0,8,113.4,0,8,1.4,8,-4.0,8,0,8,0,8,86.5,0,8,75.8,0,8,12.5,8,6.3,8,0,8,0,8,68.0,0,8,142.1,0,8,11.5,8,1.2,8,0,8,0,8,24.5,0,8,155.8,0,8,12.5,8,5.6,8,0,8,0,8,43.5,0,8,139.8,0,8
2019/1,11.6,8,2.1,8,0,8,0,8,23.5,0,8,149.3,0,8,-0.2,8,-5.9,8,0,8,0,8,86.0,0,8,102.5,0,8,9.9,8,3.0,8,0,8,0,8,16.5,0,8,194.8,0,8,10.1,8,-2.5,8,0,8,0,8,9.0,0,8,238.9,0,8,10.5,8,2.4,8,0,8,0,8,20.0,0,8,223.7,0,8
2019/2,13.4,8,4.5,8,0,8,0,8,108.0,0,8,113.2,0,8,0.3,8,-5.7,8,0,8,0,8,32.5,0,8,114.1,0,8,11.5,8,4.6,8,0,8,0,8,61.5,0,8,149.3,0,8,10.9,8,0.2,8,0,8,0,8,51.5,0,8,148.5,0,8,11.5,8,3.9,8,0,8,0,8,58.5,0,8,119.4,0,8
2019/3,16.4,8,6.9,8,0,8,0,8,143.0,0,8,185.4,0,8,6.1,8,-0.9,8,0,8,0,8,39.0,0,8,157.3,0,8,14.8,8,6.2,8,0,8,0,8,83.5,0,8,203.0,0,8,14.1,8,3.1,8,0,8,0,8,90.0,0,8,188.3,0,8,14.8,8,7.2,8,0,8,0,8,107.5,0,8,172.0,0,8
2019/4,21.5,8,11.0,8,0,8,0,8,105.5,0,8,205.7,0,8,13.3,8,3.5,8,0,8,0,8,30.5,0,8,223.4,0,8,18.8,8,9.9,8,0,8,0,8,137.0,0,8,226.0,0,8,17.4,8,6.4,8,0,8,0,8,81.0,0,8,210.8,0,8,18.2,8,9.9,8,0,8,0,8,87.0,0,8,192.4,0,8
2019/5,27.0,8,15.6,8,0,8,0,8,59.5,0,8,229.3,0,8,21.8,8,10.8,8,0,8,0,8,29.5,0,8,270.8,0,8,24.4,8,15.0,8,0,8,0,8,196.0,0,8,267.5,0,8,24.0,8,12.9,8,0,8,0,8,100.0,0,5,260.5,0,8,24.6,8,16.4,8,0,8,0,8,114.5,0,8,218.6,0,8
2019/6,28.4,8,19.9,8,0,8,0,8,384.0,0,8,173.8,0,8,22.4,8,13.8,8,0,8,0,8,71.0,0,8,193.1,0,8,26.5,8,19.4,8,0,8,0,8,132.5,0,8,170.1,0,8,24.7,8,17.3,8,0,8,0,8,146.0,0,5,144.7,0,8,25.5,8,19.0,8,0,8,0,8,187.0,0,8,132.8,0,8
2019/7,30.5,8,23.5,8,2,8,9,8,469.0,0,8,148.7,0,8,26.1,8,18.7,8,0,8,2,8,31.5,0,8,185.1,0,8,28.5,8,22.9,8,0,8,6,8,289.5,0,8,119.0,0,8,27.1,8,21.0,8,2,8,4,8,123.0,0,8,98.8,0,8,27.5,8,22.1,8,0,8,7,8,200.0,0,8,91.4,0,8
2019/8,32.0,8,24.3,8,12,8,16,8,433.5,0,8,148.3,0,8,26.5,8,19.7,8,0,8,1,8,144.5,0,8,164.6,0,8,32.2,8,25.4,8,1,8,21,8,136.0,0,8,240.4,0,8,31.5,8,24.2,8,4,8,10,8,86.5,0,8,199.3,0,8,32.0,8,26.0,8,0,8,21,8,59.5,0,8,200.1,0,8
2019/9,31.7,8,22.7,8,0,8,4,8,100.0,0,8,204.4,0,8,24.0,8,15.4,8,0,8,0,8,108.5,0,8,208.5,0,8,30.1,8,23.3,8,0,8,7,8,54.0,0,8,184.0,0,8,28.1,8,19.9,8,0,8,0,8,133.0,0,8,150.1,0,8,29.0,8,22.3,8,0,8,6,8,169.5,0,8,155.0,0,8
2019/10,26.1,8,16.7,8,0,8,0,8,61.0,0,8,183.3,0,8,17.5,8,8.9,8,0,8,0,8,97.0,0,8,158.6,0,8,24.2,8,18.0,8,0,8,0,8,606.0,0,8,132.7,0,8,22.1,8,14.9,8,0,8,0,8,370.5,0,8,129.9,0,8,23.7,8,17.3,8,0,8,0,8,441.0,0,8,111.3,0,8
2019/11,19.8,8,8.7,8,0,8,0,8,48.5,0,8,196.7,0,8,7.7,8,0.5,8,0,8,0,8,82.0,0,8,121.5,0,8,18.2,8,10.8,8,0,8,0,8,45.0,0,8,191.0,0,8,16.8,8,6.4,8,0,8,0,8,146.5,0,8,180.8,0,8,17.9,8,10.4,8,0,8,0,8,158.5,0,8,166.2,0,8
2019/12,14.1,8,4.8,8,0,8,0,8,91.0,0,8,131.9,0,8,2.6,8,-4.2,8,0,8,0,8,62.0,0,8,88.2,0,5,13.2,8,6.8,8,0,8,0,8,94.5,0,8,156.7,0,8,12.2,8,2.3,8,0,8,0,8,54.0,0,8,138.0,0,8,13.2,8,6.2,8,0,8,0,8,94.0,0,8,129.9,0,8
2020/1,13.4,8,4.7,8,0,8,0,8,77.5,0,8,108.1,0,8,0.4,8,-5.3,8,0,8,0,8,51.5,0,8,93.8,0,8,11.6,8,5.8,8,0,8,0,8,92.0,0,8,158.9,0,8,10.7,8,0.9,8,0,8,0,8,124.0,0,8,156.0,0,8,11.1,8,4.5,8,0,8,0,8,158.0,0,8,140.6,0,8
2020/2,14.2,8,3.9,8,0,8,0,8,135.5,0,8,156.5,0,8,0.8,8,-5.2,8,0,8,0,8,157.0,0,8,99.6,0,8,11.7,8,4.4,8,0,8,0,8,64.5,0,8,186.1,0,8,12.1,8,0.8,8,0,8,0,8,39.5,0,8,199.6,0,8,12.8,8,4.9,8,0,8,0,8,35.5,0,8,194.6,0,5
2020/3,17.2,8,7.2,8,0,8,0,8,104.5,0,8,170.1,0,8,6.8,8,0.0,8,0,8,0,8,107.5,0,8,174.2,0,8,15.3,8,7.0,8,0,8,0,8,208.5,0,8,201.5,0,8,15.0,8,3.7,8,0,8,0,8,112.5,0,8,199.5,0,8,15.3,8,7.2,8,0,8,0,8,134.5,0,8,173.6,0,8
2020/4,19.5,8,8.7,8,0,8,0,8,64.0,0,8,230.7,0,8,11.1,8,3.1,8,0,8,0,8,52.5,0,8,187.3,0,8,18.0,8,9.3,8,0,8,0,8,167.5,0,8,258.9,0,8,16.8,8,6.1,8,0,8,0,8,177.0,0,8,216.1,0,8,17.7,8,9.1,8,0,8,0,8,221.0,0,8,202.3,0,8
2020/5,26.7,8,16.7,8,0,8,0,8,230.0,0,8,208.6,0,8,18.9,8,9.4,8,0,8,0,8,45.5,0,8,205.3,0,8,24.5,8,16.0,8,0,8,0,8,116.0,0,8,229.1,0,8,23.5,8,14.1,8,0,8,0,8,158.5,0,8,189.8,0,8,23.3,8,16.7,8,0,8,0,8,109.0,0,8,170.0,0,8
2020/6,29.4,8,21.4,8,0,8,2,8,516.0,0,8,143.4,0,8,22.6,8,14.8,8,0,8,0,8,51.5,0,8,142.4,0,8,27.8,8,20.8,8,0,8,0,8,222.5,0,8,160.9,0,8,26.3,8,18.6,8,0,8,0,8,216.0,0,8,154.6,0,8,27.1,8,20.4,8,0,8,0,8,224.0,0,8,130.4,0,8
2020/7,29.6,8,23.0,8,1,8,6,8,847.5,0,8,108.5,0,8,25.7,8,18.2,8,0,8,0,8,56.5,0,8,200.0,0,8,28.2,8,22.8,8,0,8,0,8,502.5,0,8,91.2,0,8,26.5,8,20.3,8,0,8,1,8,228.5,0,8,36.9,0,8,27.8,8,22.2,8,0,8,3,8,394.0,0,8,61.4,0,8
2020/8,35.2,8,25.6,8,16,8,25,8,103.5,0,8,263.2,0,8,28.1,8,19.6,8,0,8,0,8,124.0,0,8,189.5,0,8,34.1,8,25.9,8,10,8,25,8,53.0,0,8,306.5,0,8,32.2,8,23.7,8,3,8,7,8,54.0,0,8,278.6,0,8,33.2,8,26.0,8,2,8,21,8,54.0,0,8,277.1,0,8
2020/9,29.5,8,20.8,8,2,8,3,8,211.0,0,8,148.8,0,8,24.0,8,17.0,8,0,8,0,8,53.5,0,8,140.1,0,8,28.8,8,22.4,8,0,8,4,8,308.0,0,8,148.9,0,8,27.6,8,20.5,8,0,8,2,8,120.0,0,8,136.0,0,8,27.9,8,22.4,8,0,8,10,8,229.0,0,8,112.7,0,8
2020/10,25.1,8,14.4,8,0,8,0,8,79.0,0,8,233.3,0,8,17.1,8,9.4,8,0,8,0,8,66.0,0,8,152.9,0,8,22.1,8,15.7,8,0,8,0,8,276.0,0,8,174.8,0,8,20.6,8,12.6,8,0,8,0,8,159.5,0,8,115.3,0,8,21.4,8,15.2,8,0,8,0,8,197.0,0,8,107.8,0,8
2020/11,19.9,8,9.6,8,0,8,0,8,77.5,0,8,170.1,0,8,9.6,8,3.0,8,0,8,0,8,113.0,0,8,84.0,0,8,18.4,8,11.0,8,0,8,0,8,37.5,0,8,197.5,0,8,17.7,8,6.7,8,0,8,0,8,23.0,0,8,185.8,0,8,18.6,8,11.1,8,0,8,0,8,15.5,0,8,150.1,0,8
2020/12,12.6,8,1.8,8,0,8,0,8,21.5,0,8,189.3,0,8,1.3,8,-4.3,8,0,8,0,8,26.5,0,8,95.2,0,8,12.1,8,5.5,8,0,8,0,8,11.5,0,8,167.9,0,8,11.3,8,0.2,8,0,8,0,8,9.5,0,8,190.6,0,8,12.4,8,4.9,8,0,8,0,8,20.0,0,8,159.8,0,8
2021/1,11.3,8,1.8,8,0,8,0,8,25.5,0,8,162.4,0,8,-1.2,8,-8.2,8,0,8,0,8,90.5,0,8,109.5,0,8,9.7,8,3.2,8,0,8,0,8,63.0,0,8,175.2,0,8,9.4,8,-1.9,8,0,8,0,8,21.0,0,8,183.9,0,8,10.1,8,2.3,8,0,8,0,8,41.0,0,8,182.4,0,8
2021/2,15.3,8,4.5,8,0,8,0,8,67.0,0,8,161.1,0,8,1.4,8,-5.6,8,0,8,0,8,78.5,0,8,114.2,0,8,12.6,8,4.0,8,0,8,0,8,82.5,0,8,193.3,0,8,13.2,8,-0.5,8,0,8,0,8,75.5,0,8,233.3,0,8,13.5,8,4.7,8,0,8,0,8,60.5,0,8,218.9,0,8
2021/3,19.7,8,8.6,8,0,8,0,8,96.0,0,8,177.0,0,8,7.9,8,0.2,8,0,8,0,8,79.5,0,8,161.7,0,8,16.7,8,7.9,8,0,8,0,8,224.0,0,8,198.1,0,8,16.6,8,4.8,8,0,8,0,8,141.0,0,8,187.0,0,8,17.7,8,9.3,8,0,8,0,8,129.5,0,8,174.0,0,8
2021/4,23.2,8,11.6,8,0,8,0,8,112.0,0,8,224.1,0,8,12.6,8,3.9,8,0,8,0,8,112.0,0,8,207.1,0,8,19.6,8,11.0,8,0,8,0,8,185.0,0,8,243.6,0,8,18.9,8,7.4,8,0,8,0,8,170.0,0,8,242.3,0,8,19.9,8,11.2,8,0,8,0,8,115.5,0,8,223.7,0,8
2021/5,25.1,8,16.0,8,0,8,0,8,455.0,0,8,153.9,0,8,17.5,8,9.7,8,0,8,0,8,76.5,0,8,148.5,0,8,23.2,8,16.0,8,0,8,0,8,188.0,0,5,167.3,0,8,23.0,8,13.6,8,0,8,0,8,101.5,0,8,159.2,0,8,23.3,8,16.8,8,0,8,0,8,110.0,0,8,155.3,0,8
2021/6,29.3,8,20.6,8,0,8,0,8,137.5,0,8,156.5,0,8,24.4,8,14.6,8,0,8,0,8,50.5,0,8,260.7,0,8,26.8,8,19.4,8,0,8,0,8,189.0,0,5,160.6,0,8,25.9,8,18.2,8,0,8,0,8,89.0,0,8,175.0,0,8,26.6,8,19.9,8,0,8,0,8,114.5,0,8,142.7,0,8
2021/7,32.7,8,24.7,8,7,8,12,8,215.5,0,8,179.3,0,8,29.0,8,20.2,8,2,8,0,8,7.5,0,8,285.3,0,8,30.9,8,24.1,8,0,8,4,8,260.0,0,8,227.9,0,8,28.7,8,21.7,8,0,8,0,8,312.5,0,8,176.9,0,8,29.6,8,23.3,8,0,8,8,8,395.0,0,8,178.4,0,8
2021/8,31.0,8,24.1,8,4,8,9,8,1002.5,0,8,142.7,0,8,27.2,8,19.6,8,1,8,4,8,108.5,0,8,187.4,0,8,31.0,8,24.6,8,2,8,17,8,443.0,0,8,196.7,0,8,30.7,8,23.3,8,1,8,5,8,313.0,0,8,189.5,0,8,31.0,8,25.1,8,1,8,22,8,263.5,0,8,193.6,0,8
2021/9,30.7,8,22.6,8,0,8,1,8,94.5,0,8,176.9,0,8,23.1,8,14.9,8,0,8,0,8,73.0,0,8,201.2,0,8,27.4,8,21.3,8,0,8,0,8,305.5,0,8,125.0,0,8,25.1,8,17.8,8,0,8,0,8,79.5,0,8,123.3,0,8,26.2,8,20.0,8,0,8,0,8,139.0,0,8,115.4,0,8
2021/10,27.0,8,15.8,8,0,8,0,8,5.0,0,8,246.3,0,8,17.1,8,8.4,8,0,8,0,8,150.5,0,8,158.2,0,8,23.6,8,16.9,8,0,8,0,8,74.0,0,8,181.7,0,8,21.8,8,12.6,8,0,8,0,8,165.5,0,8,173.2,0,8,22.6,8,15.6,8,0,8,0,8,209.0,0,8,167.7,0,8
2021/11,18.7,8,8.4,8,0,8,0,8,114.5,0,8,163.4,0,8,10.7,8,4.1,8,0,8,0,8,153.5,0,8,105.1,0,8,18.0,8,10.0,8,0,8,0,8,100.0,0,8,198.0,0,8,18.1,8,6.1,8,0,8,0,8,57.5,0,8,216.2,0,8,18.6,8,11.1,8,0,8,0,8,96.5,0,8,208.9,0,8
2021/12,13.0,8,3.1,8,0,8,0,8,22.5,0,8,169.6,0,8,2.7,8,-3.9,8,0,8,0,8,108.5,0,8,110.1,0,8,12.0,8,4.5,8,0,8,0,8,115.0,0,8,177.3,0,8,11.9,8,0.7,8,0,8,0,8,135.0,0,8,203.3,0,8,12.7,8,4.8,8,0,8,0,8,160.5,0,8,208.9,0,8
2022/1,11.1,8,1.6,8,0,8,0,8,58.0,0,8,175.6,0,8,-0.5,8,-6.3,8,0,8,0,8,170.0,0,8,85.0,0,8,8.7,8,2.2,8,0,8,0,8,21.5,0,8,186.0,0,8,8.7,8,-2.3,8,0,8,0,8,16.0,0,8,220.5,0,8,9.4,8,2.0,8,0,8,0,8,15.5,0,8,199.2,0,8
2022/2,10.3,8,1.4,8,0,8,0,8,17.5,0,8,144.8,0,8,1.0,8,-5.6,8,0,8,0,8,112.0,0,8,120.7,0,8,9.4,8,2.2,8,0,8,0,8,42.5,0,8,177.2,0,8,9.6,8,-2.3,8,0,8,0,8,63.0,0,8,207.0,0,8,10.1,8,2.1,8,0,8,0,8,72.0,0,8,204.7,0,8
2022/3,18.0,8,7.6,8,0,8,0,8,139.5,0,8,167.6,0,8,5.8,8,-0.5,8,0,8,0,8,54.5,0,8,131.9,0,8,15.6,8,6.8,8,0,8,0,8,88.5,0,8,208.7,0,8,14.9,8,3.1,8,0,8,0,8,81.0,0,8,189.2,0,8,15.8,8,6.6,8,0,8,0,8,95.0,0,8,181.2,0,8
2022/4,22.9,8,11.8,8,0,8,0,8,220.0,0,8,212.4,0,8,14.2,8,5.0,8,0,8,0,8,15.0,0,8,243.0,0,8,20.5,8,12.2,8,0,8,0,8,174.0,0,8,178.4,0,8,19.2,8,9.0,8,0,8,0,8,149.0,0,8,182.5,0,8,19.2,8,11.8,8,0,8,0,8,226.0,0,8,161.7,0,8
2022/5,25.9,8,16.3,8,0,8,0,8,105.5,0,8,182.2,0,8,20.6,8,10.4,8,0,8,0,8,66.5,0,8,224.1,0,8,23.2,8,15.1,8,0,8,0,8,301.5,0,8,205.5,0,8,22.4,8,12.8,8,0,8,0,8,145.0,0,8,200.7,0,8,22.9,8,15.8,8,0,8,0,8,154.0,0,8,173.9,0,8
2022/6,29.0,8,20.6,8,1,8,1,8,237.5,0,8,181.4,0,8,21.0,8,13.6,8,0,8,0,8,71.0,0,8,173.2,0,8,26.9,8,19.9,8,0,8,0,8,146.5,0,8,211.7,0,8,26.6,8,17.8,8,5,8,0,8,75.5,0,8,169.6,0,8,26.4,8,20.1,8,1,8,4,8,88.0,0,8,171.3,0,8
2022/7,32.6,8,25.0,8,5,8,18,8,283.5,0,8,165.4,0,8,27.3,8,20.0,8,0,8,0,8,63.0,0,8,179.4,0,8,30.7,8,24.1,8,1,8,8,8,184.0,0,8,203.9,0,8,30.7,8,23.1,8,2,8,2,8,132.0,0,8,168.3,0,8,31.0,5,25.2,5,1,5,17,5,168.5,0,8,185.3,0,8
2022/8,33.5,8,25.7,8,5,8,25,8,195.5,0,8,222.6,0,8,26.8,8,19.5,8,0,8,0,8,233.0,0,8,152.6,0,8,31.8,8,25.4,8,2,8,21,8,265.5,0,8,190.8,0,8,31.1,8,22.9,8,7,8,7,8,124.0,0,8,170.0,0,8,31.3,8,25.0,8,0,8,12,8,178.0,0,8,163.1,0,8
2022/9,31.1,8,22.7,8,1,8,9,8,144.5,0,8,160.0,0,8,24.1,8,15.6,8,0,8,0,8,87.5,0,8,196.1,0,8,29.1,8,23.0,8,0,8,4,8,449.0,0,8,171.3,0,8,27.7,8,19.8,8,0,8,0,8,215.5,0,8,159.6,0,5,28.7,8,21.8,8,0,8,3,8,201.0,0,8,130.4,0,8
2022/10,25.1,8,14.8,8,0,8,0,8,40.5,0,8,221.1,0,8,17.3,8,8.4,8,0,8,0,8,80.0,0,8,164.0,0,8,23.0,8,15.7,8,0,8,0,8,33.0,0,8,167.2,0,8,20.9,8,11.7,8,0,8,0,8,78.5,0,8,139.7,0,8,21.7,8,14.7,8,0,8,0,8,101.5,0,8,129.5,0,8
2022/11,21.4,8,10.7,8,0,8,0,8,32.5,0,8,182.7,0,8,10.5,8,3.5,8,0,8,0,8,82.5,0,8,96.7,0,8,19.4,8,11.8,8,0,8,0,8,91.0,0,8,188.1,0,8,18.5,8,7.7,8,0,8,0,8,79.0,0,8,171.5,0,8,19.2,8,11.4,8,0,8,0,8,80.0,0,8,154.7,0,8
2022/12,11.3,8,2.1,8,0,8,0,8,27.5,0,8,139.0,0,8,1.3,8,-3.9,8,0,8,0,8,119.0,0,8,81.1,0,8,11.5,8,5.4,8,0,8,0,8,30.0,0,8,184.4,0,8,11.4,8,0.6,8,0,8,0,8,44.0,0,8,180.5,0,8,12.6,8,5.0,8,0,8,0,8,48.0,0,8,170.1,0,8
2023/1,11.3,8,1.7,8,0,8,0,8,91.5,0,8,146.1,0,8,-1.1,8,-7.4,8,0,8,0,8,71.5,0,8,123.8,0,8,9.9,8,3.1,8,0,8,0,8,41.0,0,8,194.4,0,8,9.7,8,-1.6,8,0,8,0,8,25.5,0,8,210.4,0,8,10.2,8,2.7,8,0,8,0,8,20.0,0,8,189.2,0,8
2023/2,13.7,8,3.5,8,0,8,0,8,72.0,0,8,136.2,0,8,0.7,8,-6.6,8,0,8,0,8,104.0,0,8,102.8,0,8,11.2,8,3.4,8,0,8,0,8,40.0,0,8,186.5,0,8,11.4,8,-0.2,8,0,8,0,8,36.0,0,8,193.6,0,8,11.7,8,3.8,8,0,8,0,8,38.0,0,8,166.6,0,8
2023/3,19.6,8,8.0,8,0,8,0,8,122.0,0,8,195.1,0,8,9.3,8,1.0,8,0,8,0,8,35.5,0,8,179.7,0,8,17.4,8,7.5,8,0,8,0,8,105.5,0,8,217.1,0,8,17.1,8,5.4,8,0,8,0,8,92.0,0,8,191.1,0,8,17.2,8,9.3,8,0,8,0,8,100.5,0,8,173.8,0,8
2023/4,22.4,8,11.8,8,0,8,0,8,236.0,0,8,195.7,0,8,13.5,8,5.5,8,0,8,0,8,61.0,0,8,161.6,0,8,20.3,8,11.6,8,0,8,0,8,100.0,0,8,208.4,0,8,20.5,8,8.5,8,0,8,0,8,91.0,0,8,211.7,0,8,20.9,8,12.9,8,0,8,0,8,54.5,0,8,199.5,0,8
2023/5,26.3,8,16.0,8,0,8,0,8,194.0,0,8,207.1,0,8,19.2,8,9.4,8,0,8,0,8,21.5,0,8,224.2,0,8,23.7,8,15.5,8,0,8,0,8,221.5,0,8,225.6,0,8,23.3,8,12.7,8,0,8,0,8,162.0,0,8,228.6,0,8,23.7,8,15.7,8,0,8,0,8,206.0,0,8,196.4,0,8
